id,original_text,clean_text,original_label,label,language_type,text_length,word_count,duplicate_flag,label_conflict,suspicious_subtitle,removal_reason
16670,mardanaya karana lada sthreethwaye mema kampana sahagatha rupaya hariyatama,mardanaya karana lada sthreethwaye mema kampana sahagatha rupaya hariyatama,,,Singlish,75,9,False,False,False,
16671,hariyatama hari mama hithanne eka eththatama puduma kellak magarat,hariyatama hari mama hithanne eka eththatama puduma kellak magarat,,,Singlish,66,9,False,False,False,
16673,eya niwase netha owun pewasuwe eya mehi sitina bawayi,eya niwase netha owun pewasuwe eya mehi sitina bawayi,,,Singlish,53,9,False,False,False,
16674,nehe owun kiwwa eya peya thunakata pera mehi peminiya yuthu magula karanne eya mehi siti bawayi,nehe owun kiwwa eya peya thunakata pera mehi peminiya yuthu magula karanne eya mehi siti bawayi,,,Singlish,95,16,False,False,False,
16675,eya karanne kumakda magula eya peya thunakata pera mehi peminiya yuthuwa thibuni ah obata kamak nedda mama bala sitiyoth mata eththatama eya samanga katha kireemata awashyayi,eya karanne kumakda magula eya peya thunakata pera mehi peminiya yuthuwa thibuni ah obata kamak nedda mama bala sitiyoth mata eththatama eya samanga katha kireemata awashyayi,,,Singlish,174,26,False,False,False,
16676,ah oyata kamak nedda mama balagena innawa nam mata eththatama eya ekka katha karanna one kiyala oyata wishwasada eya ethana hitiye nehe samahara wita eya oben hengila ethi,ah oyata kamak nedda mama balagena innawa nam mata eththatama eya ekka katha karanna one kiyala oyata wishwasada eya ethana hitiye nehe samahara wita eya oben hengila ethi,,,Singlish,171,28,False,False,False,
16677,eya ehi nositi bawa obata wishwasada samahara wita eya oben sengawee sitiya wiya hekke eyi eya magen sengawee sitinne,eya ehi nositi bawa obata wishwasada samahara wita eya oben sengawee sitiya wiya hekke eyi eya magen sengawee sitinne,,,Singlish,117,19,False,False,False,
16678,eya magen sengawee sitinne eyideyi mama nodanimi,eya magen sengawee sitinne eyideyi mama nodanimi,,,Singlish,48,7,False,False,False,
16679,eya kohedeyi mama nodanimi ewita eya josh samanga sitee,eya kohedeyi mama nodanimi ewita eya josh samanga sitee,,,Singlish,55,9,False,False,False,
16681,josh eyi eya josh ekka inne kiyala mama danne nehe,josh eyi eya josh ekka inne kiyala mama danne nehe,,,Singlish,50,10,False,False,False,
16682,eya obata kumak keewedeyi mama nodanimi,eya obata kumak keewedeyi mama nodanimi,,,Singlish,39,6,False,False,False,
16683,eyi eya obata keewe kumakdeyi eya kihipa wathawakma ohu gena sandahan kara owun pem sabandathawak pewethwu bawa keewa mama sithuwe eya wiya hekiya,eyi eya obata keewe kumakdeyi eya kihipa wathawakma ohu gena sandahan kara owun pem sabandathawak pewethwu bawa keewa mama sithuwe eya wiya hekiya,,,Singlish,146,23,False,False,False,
16684,eya ohu gena kihipa wathawakma sandahan kara owun pem sabandathawak pawathwa ethi bawa keewaya samahara wita eya josh samanga rahasigatha sambandhayak pawathwanne eya yeyi mama sithuwemi,eya ohu gena kihipa wathawakma sandahan kara owun pem sabandathawak pawathwa ethi bawa keewaya samahara wita eya josh samanga rahasigatha sambandhayak pawathwanne eya yeyi mama sithuwemi,,,Singlish,186,26,False,False,False,
16685,eya josh samanga rahas sambandhayak pawathwanne kumakda mata awashya yeyi mama nodanimi,eya josh samanga rahas sambandhayak pawathwanne kumakda mata awashya yeyi mama nodanimi,,,Singlish,87,12,False,False,False,
16686,mata therenne nehe mata awashya eyi kiyala eya mata nokiyanne eyi kiyala eyata kawadawath eka thiyaganna widihak nehe oyata pissu kiyala,mata therenne nehe mata awashya eyi kiyala eya mata nokiyanne eyi kiyala eyata kawadawath eka thiyaganna widihak nehe oyata pissu kiyala,,,Singlish,136,21,False,False,False,
16687,eyi eya mata nokiyanne eyata eya kisidaka thaba gatha noheka obata pissu eththatama mama e gena pramanawath danne nehe,eyi eya mata nokiyanne eyata eya kisidaka thaba gatha noheka obata pissu eththatama mama e gena pramanawath danne nehe,,,Singlish,118,19,False,False,False,
16688,eththatama mama e genita e gena pramanawath danne nehe,eththatama mama e genita e gena pramanawath danne nehe,,,Singlish,54,9,False,False,False,
16691,ow eki hithan inne oya ponnayek kiyalada eya ehema kiwwe,ow eki hithan inne oya ponnayek kiyalada eya ehema kiwwe,,,Singlish,56,10,False,False,False,
16696,oya monawa genada katha karanne e dewiyan gena eya obata kawadawath kiwwe nedda eya eththatama rogiyek,oya monawa genada katha karanne e dewiyan gena eya obata kawadawath kiwwe nedda eya eththatama rogiyek,,,Singlish,102,16,False,False,False,
16698,mage jeewithaya jarawata path wu da sita dewal eththatama ma gena seweemata patan gena ethi bawa mata piligatha yuthuya ebewin oba hariyatama karanne kumakdeyi mema rekiyawa gena wedi wisthara mata kiyanna,mage jeewithaya jarawata path wu da sita dewal eththatama ma gena seweemata patan gena ethi bawa mata piligatha yuthuya ebewin oba hariyatama karanne kumakdeyi mema rekiyawa gena wedi wisthara mata kiyanna,,,Singlish,205,31,False,False,False,
16699,sthuthiyi waidyathumani oba siyalu weda karanawata mata sthuthi karanna epa,sthuthiyi waidyathumani oba siyalu weda karanawata mata sthuthi karanna epa,,,Singlish,75,10,False,False,False,
16700,oba itha hadisiye meleriya wasangathaya weda kireemata giwisum gatha wiya,oba itha hadisiye meleriya wasangathaya weda kireemata giwisum gatha wiya,,,Singlish,73,10,False,False,False,
16701,meleriya wasangathaya hadisiye mata leddu balanna denna,meleriya wasangathaya hadisiye mata leddu balanna denna,,,Singlish,55,7,False,False,False,
16702,mata ledawa balanna denna ohe den dosthara kenek,mata ledawa balanna denna ohe den dosthara kenek,,,Singlish,48,8,False,False,False,
16703,ane oya den dosthara kenek nisa baya wenna hethuwak ne,ane oya den dosthara kenek nisa baya wenna hethuwak ne,,,Singlish,54,10,False,False,False,
16704,mama seka sahithawa siteemata theeranaya kara ethi bawata biya weemata hethuwak netha den rathri dekakin dedeneku miya gos etha,mama seka sahithawa siteemata theeranaya kara ethi bawata biya weemata hethuwak netha den rathri dekakin dedeneku miya gos etha,,,Singlish,127,19,False,False,False,
16705,ohu mema awulsahagatha bawa dakiyi ohu oba siyalla prathisthapanaya karanu etha ohu oba wenuwata adesha karanu etha oba sebawinma selakilimath wanne epamanayi,ohu mema awulsahagatha bawa dakiyi ohu oba siyalla prathisthapanaya karanu etha ohu oba wenuwata adesha karanu etha oba sebawinma selakilimath wanne epamanayi,,,Singlish,158,22,False,False,False,
16706,udesana mithura owun siyallanma men thejanwitha dawasak,udesana mithura owun siyallanma men thejanwitha dawasak,,,Singlish,55,7,False,False,False,
16707,meelanga wathawe siduwanu eththe me wathawe yakshaya sawo wetha pemina ethi wikara kathawa wana athara obata eya bererum lesa wishwasa kala noheka,meelanga wathawe siduwanu eththe me wathawe yakshaya sawo wetha pemina ethi wikara kathawa wana athara obata eya bererum lesa wishwasa kala noheka,,,Singlish,146,22,False,False,False,
16708,eya hasyajanaka kathawak wana athara obata eya bererum lesa wishwasa kala noheka oba den mata pawasanne mage wishwasayan bawa mama nosithami,eya hasyajanaka kathawak wana athara obata eya bererum lesa wishwasa kala noheka oba den mata pawasanne mage wishwasayan bawa mama nosithami,,,Singlish,140,21,False,False,False,
16711,kisima ingiyak netha semuwel oba mehi sidu wu siyalla danne nehe yakshaya sawo wetha pemina etha,kisima ingiyak netha semuwel oba mehi sidu wu siyalla danne nehe yakshaya sawo wetha pemina etha,,,Singlish,96,16,False,False,False,
16712,mehi sidu wu siyalla oba danne netha yakshaya sawo wetha pemina etha oba hari yaka ewith ma desa balanna mama yakshaya,mehi sidu wu siyalla oba danne netha yakshaya sawo wetha pemina etha oba hari yaka ewith ma desa balanna mama yakshaya,,,Singlish,118,21,False,False,False,
16713,mama samaye minisek mama obata jeewath weemata awashya eya regena yannemi,mama samaye minisek mama obata jeewath weemata awashya eya regena yannemi,,,Singlish,73,11,False,False,False,
16714,mama eya gannada obata jeewath weemata awashya bawa niyatha washayenma ow,mama eya gannada obata jeewath weemata awashya bawa niyatha washayenma ow,,,Singlish,73,11,False,False,False,
16715,den patan api owunta pahara denne owun sitinne kohedeyi api nodanne keseda yannayi,den patan api owunta pahara denne owun sitinne kohedeyi api nodanne keseda yannayi,,,Singlish,82,13,False,False,False,
16716,sawo ganga haraha palama idikara masa hatharakin awasan karanna obata eya kala hekida oba mage warthawa pareeksha kara ethi bawa mata wishwasayi ewita mama thawamath palamaka pramada wee nethi bawa oba dannawa,sawo ganga haraha palama idikara masa hatharakin awasan karanna obata eya kala hekida oba mage warthawa pareeksha kara ethi bawa mata wishwasayi ewita mama thawamath palamaka pramada wee nethi bawa oba dannawa,,,Singlish,209,32,False,False,False,
16717,oba aprikawe kisida idi nokala palamak matha ma methek pramada wee nethi bawa oba dannawa oba mage warthawa pareeksha kara ethi bawa mata wishwasayi,oba aprikawe kisida idi nokala palamak matha ma methek pramada wee nethi bawa oba dannawa oba mage warthawa pareeksha kara ethi bawa mata wishwasayi,,,Singlish,148,24,False,False,False,
16718,oba kawadawath aprikawe godananga netha namuth mata indiyawe thibe sema ratakma getalu idiripath karayi,oba kawadawath aprikawe godananga netha namuth mata indiyawe thibe sema ratakma getalu idiripath karayi,,,Singlish,103,14,False,False,False,
16719,namuth mata indiyawe thiyenawa hema ratakma getalu idiripath karanawa obata obe wishwasaya awashyayi mama obata porondu wenawa,namuth mata indiyawe thiyenawa hema ratakma getalu idiripath karanawa obata obe wishwasaya awashyayi mama obata porondu wenawa,,,Singlish,126,17,False,False,False,
16720,prasanna gamanak eya kese wiya hekida mama aprikawata waira karami,prasanna gamanak eya kese wiya hekida mama aprikawata waira karami,,,Singlish,66,10,False,False,False,
16722,owun ese nokalath weda hondin sidu wiya yuthuya,owun ese nokalath weda hondin sidu wiya yuthuya,,,Singlish,47,8,False,False,False,
16725,tika kalekata kalin eya bayibal wagayak enawum kala mama ewa genawa eya menna ow eya thamayi,tika kalekata kalin eya bayibal wagayak enawum kala mama ewa genawa eya menna ow eya thamayi,,,Singlish,92,16,False,False,False,
16726,ow eya hodin mata eyata katha karanna oni,ow eya hodin mata eyata katha karanna oni,,,Singlish,41,8,False,False,False,
16727,swadeshikayan sinhayan lesa handunwanne sinhayan dedenek nisa karadara ethi kara thibeema meya aprikawa weema pudumaya kumakda,swadeshikayan sinhayan lesa handunwanne sinhayan dedenek nisa karadara ethi kara thibeema meya aprikawa weema pudumaya kumakda,,,Singlish,126,16,False,False,False,
16729,owun kee denek meruwada starlin mara demeema hera owun kara eththe kumakda yanna etharam sarala netha,owun kee denek meruwada starlin mara demeema hera owun kara eththe kumakda yanna etharam sarala netha,,,Singlish,101,16,False,False,False,
16730,mama sinhayan sandaha eya pilisinda gaththe netha kotiyeku samanga karadarayak ethi wu wita eya kriyathmaka wu wita mama eya indiyawe idi kalemi,mama sinhayan sandaha eya pilisinda gaththe netha kotiyeku samanga karadarayak ethi wu wita eya kriyathmaka wu wita mama eya indiyawe idi kalemi,,,Singlish,144,22,False,False,False,
16731,eththa washayenma eya kriyathmaka wuye eya ese nowu namuth nyaya honda bawa mata eththu gos etha,eththa washayenma eya kriyathmaka wuye eya ese nowu namuth nyaya honda bawa mata eththu gos etha,,,Singlish,96,16,False,False,False,
16732,bobta nihathamaneewa inna kalayak neweyi mata udaw wune kiyala therum ganna,bobta nihathamaneewa inna kalayak neweyi mata udaw wune kiyala therum ganna,,,Singlish,75,11,False,False,False,
16733,obata heta gena wishwasayi namuth oba kalabala wee nethi bawa pene oba mara demeemen sathutak nolebe,obata heta gena wishwasayi namuth oba kalabala wee nethi bawa pene oba mara demeemen sathutak nolebe,,,Singlish,100,16,False,False,False,
16735,obata eya kisi witekath nayijal nothibu athara mama ekinekata etharam kemathi netha,obata eya kisi witekath nayijal nothibu athara mama ekinekata etharam kemathi netha,,,Singlish,83,12,False,False,False,
16736,ewita ohu ohuge padawalin patan gena ohuta sangraha kaleya karunakara oba etharam chithraka wiya yuthu netha,ewita ohu ohuge padawalin patan gena ohuta sangraha kaleya karunakara oba etharam chithraka wiya yuthu netha,,,Singlish,108,16,False,False,False,
16737,karunakara oba ada rathriye meya nirakaranaya kireemata adahas karanne etharam grefik wiya yuthu netha,karunakara oba ada rathriye meya nirakaranaya kireemata adahas karanne etharam grefik wiya yuthu netha,,,Singlish,102,14,False,False,False,
16738,eya bhayanaka adahasaki eya mata kanagatuyi namuth eththa washayenma oba denagatha yuthu waidyawaraya we,eya bhayanaka adahasaki eya mata kanagatuyi namuth eththa washayenma oba denagatha yuthu waidyawaraya we,,,Singlish,104,14,False,False,False,
16739,mata samawenna namuth eththa washayenma oba waidyawaraya nam oba denagatha yuthu modama deya ma asa ethi moda deya nam lokaye eyi api e siyalla haraha ya yuththe,mata samawenna namuth eththa washayenma oba waidyawaraya nam oba denagatha yuthu modama deya ma asa ethi moda deya nam lokaye eyi api e siyalla haraha ya yuththe,,,Singlish,161,27,False,False,False,
16740,mama petarsan apu dawase indan mata hospitl ekata yanna denna kiyala mama manmula sahagathayi api ekangayi,mama petarsan apu dawase indan mata hospitl ekata yanna denna kiyala mama manmula sahagathayi api ekangayi,,,Singlish,106,16,False,False,False,
16745,den yanna ewan mahathmayek mata aprikawa dekeemata manmula sahagatha namuth mama pitaweema pilikul karami,den yanna ewan mahathmayek mata aprikawa dekeemata manmula sahagatha namuth mama pitaweema pilikul karami,,,Singlish,105,14,False,False,False,
16746,itha hondayi eththa washayenma api kuda kalaye sitama dadayam kalemu,itha hondayi eththa washayenma api kuda kalaye sitama dadayam kalemu,,,Singlish,68,10,False,False,False,
16747,warak oba eyata pahara nodunne nam mama kisida nidahasata karunu nokiyami namuth ginnak hatagaththe alokaya naraka ya,warak oba eyata pahara nodunne nam mama kisida nidahasata karunu nokiyami namuth ginnak hatagaththe alokaya naraka ya,,,Singlish,117,17,False,False,False,
16748,owun gena wishesha yamak kiwahoth owun owunge mukayen pitawana tharamata sipageneema suduwak wiya yuthuya,owun gena wishesha yamak kiwahoth owun owunge mukayen pitawana tharamata sipageneema suduwak wiya yuthuya,,,Singlish,105,14,False,False,False,
16749,owun owunge katawal haraha sipa gatha yuthu bawa pamanak mama aprikawe wasarakata jeewath wu athara oba kopamana kalayak mehi sitiyadeyi oba danne kumakdeyi mama nodanimi,owun owunge katawal haraha sipa gatha yuthu bawa pamanak mama aprikawe wasarakata jeewath wu athara oba kopamana kalayak mehi sitiyadeyi oba danne kumakdeyi mama nodanimi,,,Singlish,170,25,False,False,False,
16750,mama aprikawe awuruddak jeewath wu athara oba peya thunakata asanna kalayak oba mehi kopamana kalayak sitiyadeyi oba danne kumakdeyi mama nodanimi namuth mama mage jeewitha kalaya purama sudanam wemin sitimi,mama aprikawe awuruddak jeewath wu athara oba peya thunakata asanna kalayak oba mehi kopamana kalayak sitiyadeyi oba danne kumakdeyi mama nodanimi namuth mama mage jeewitha kalaya purama sudanam wemin sitimi,,,Singlish,207,30,False,False,False,
16751,semuwel yanu kandawuru sambandha kireema athyawashya we mehi sitina siyalu dena wishwasa karana ekama minisa ohu ingreesi katha karayi,semuwel yanu kandawuru sambandha kireema athyawashya we mehi sitina siyalu dena wishwasa karana ekama minisa ohu ingreesi katha karayi,,,Singlish,134,19,False,False,False,
16752,ma langa waidya sepayum laba dee ethi palam adawiya oba awasan kala pasu rohalata peminenne nam eya wishishtayi,ma langa waidya sepayum laba dee ethi palam adawiya oba awasan kala pasu rohalata peminenne nam eya wishishtayi,,,Singlish,111,18,False,False,False,
